trip,datetime,lon,lat,dive,prediction
P1108_6_SV_T2,2008-11-25 21:16:50,-77.33773199999999,-11.71449,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:16:55,-77.338312,-11.714367,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:00,-77.338992,-11.71433,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:05,-77.339647,-11.714255,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:10,-77.34037,-11.714402999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:15,-77.34109000000001,-11.714514999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:20,-77.341667,-11.714638,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:17:25,-77.342233,-11.714845,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:17:30,-77.342765,-11.715113,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:17:35,-77.343323,-11.715282,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:40,-77.343988,-11.715347,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:45,-77.34467,-11.715365,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:50,-77.345338,-11.715413,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:17:55,-77.345988,-11.71539,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:18:00,-77.346618,-11.715272,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:18:05,-77.347298,-11.715313,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:18:10,-77.347962,-11.715313,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:18:15,-77.348628,-11.715368,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:18:20,-77.349315,-11.715385000000001,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:18:25,-77.349965,-11.71528,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:18:30,-77.350633,-11.715213,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:18:35,-77.35127,-11.715092,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:18:40,-77.351777,-11.714802,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:18:45,-77.352475,-11.714735000000001,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:18:50,-77.353195,-11.714617,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:18:55,-77.353898,-11.714472,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:00,-77.35459200000001,-11.714455000000001,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:05,-77.355285,-11.714338,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:10,-77.355963,-11.714313,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:15,-77.356677,-11.714228,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:20,-77.357375,-11.71423,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:25,-77.358073,-11.714265,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:19:30,-77.358747,-11.714352,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:19:35,-77.359463,-11.714308,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:19:40,-77.360163,-11.714286999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:19:45,-77.36084,-11.714267999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:19:50,-77.361395,-11.714298,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:19:55,-77.361993,-11.714398,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:20:00,-77.362643,-11.714385,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:05,-77.363288,-11.714453,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:10,-77.36395300000001,-11.714475,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:15,-77.364632,-11.71446,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:20:20,-77.365328,-11.714307000000002,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:20:25,-77.36600200000001,-11.714215,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:30,-77.366637,-11.714213,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:35,-77.367308,-11.714227000000001,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:40,-77.367987,-11.714128,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:45,-77.36866500000001,-11.714083,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:20:50,-77.36914200000001,-11.714285,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:20:55,-77.36963,-11.714466999999999,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:00,-77.370227,-11.714367,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:05,-77.370835,-11.714305,0,0.5483870967741935
