"model","trip","real","p"
"hmm","P1108_46_SV_T2",0,0.980304338992513
"hmm","P1108_46_SV_T2",0,0.00202802278924364
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.999998314201791
"hmm","P1108_46_SV_T2",0,0.000451790693211097
"hmm","P1108_46_SV_T2",0,0.00140044127405306
"hmm","P1108_46_SV_T2",0,0.00135177801150531
"hmm","P1108_46_SV_T2",0,0.00186460861589422
"hmm","P1108_46_SV_T2",0,0.00157798594385624
"hmm","P1108_46_SV_T2",0,3.48939787475923e-05
"hmm","P1108_46_SV_T2",0,0.000915466151740842
"hmm","P1108_46_SV_T2",0,0.00119873442510293
"hmm","P1108_46_SV_T2",0,0.000297269806395562
"hmm","P1108_46_SV_T2",0,0.000481473991111564
"hmm","P1108_46_SV_T2",0,0.000796790532253725
"hmm","P1108_46_SV_T2",0,0.00999441595724413
"hmm","P1108_46_SV_T2",0,0.00124768722061334
"hmm","P1108_46_SV_T2",0,1.06874446417101e-05
"hmm","P1108_46_SV_T2",0,0.000688528337531654
"hmm","P1108_46_SV_T2",0,0.00217320977360118
"hmm","P1108_46_SV_T2",0,9.03864161502943e-06
"hmm","P1108_46_SV_T2",0,4.41533763123861e-06
"hmm","P1108_46_SV_T2",0,7.25128990205914e-06
"hmm","P1108_46_SV_T2",0,4.23781117575028e-06
"hmm","P1108_46_SV_T2",0,4.13182962074197e-06
"hmm","P1108_46_SV_T2",0,3.37728295665236e-06
"hmm","P1108_46_SV_T2",0,2.1001341797801e-05
"hmm","P1108_46_SV_T2",0,9.77850056013377e-06
"hmm","P1108_46_SV_T2",0,6.14339785367288e-06
"hmm","P1108_46_SV_T2",0,3.84497334904657e-06
"hmm","P1108_46_SV_T2",0,3.34303121746691e-06
"hmm","P1108_46_SV_T2",0,0.00084679263293549
"hmm","P1108_46_SV_T2",0,0.00229325854828675
"hmm","P1108_46_SV_T2",0,8.43739579137365e-06
"hmm","P1108_46_SV_T2",0,0.00109450780052158
"hmm","P1108_46_SV_T2",0,0.0098737253034256
"hmm","P1108_46_SV_T2",0,0.000180055408899481
"hmm","P1108_46_SV_T2",0,4.39247959444339e-06
"hmm","P1108_46_SV_T2",0,1.53732894218017e-05
"hmm","P1108_46_SV_T2",0,2.52954771591752e-05
"hmm","P1108_46_SV_T2",0,0.00954281126999889
"hmm","P1108_46_SV_T2",0,2.26600039856679e-05
"hmm","P1108_46_SV_T2",0,1.49067537702793e-05
"hmm","P1108_46_SV_T2",0,7.47393990834779e-06
"hmm","P1108_46_SV_T2",0,3.30243269635801e-06
"hmm","P1108_46_SV_T2",0,3.49241364693898e-06
"hmm","P1108_46_SV_T2",0,6.94042879296368e-06
"hmm","P1108_46_SV_T2",0,0.00113664767880022
"hmm","P1108_46_SV_T2",0,2.08026195150282e-05
"hmm","P1108_46_SV_T2",0,3.824269598135e-06
"hmm","P1108_46_SV_T2",0,7.43430007512693e-06
"hmm","P1108_46_SV_T2",0,3.33931677542571e-06
"hmm","P1108_46_SV_T2",0,3.06328439557482e-06
"hmm","P1108_46_SV_T2",0,5.00994292041463e-06
"hmm","P1108_46_SV_T2",0,5.10622296887665e-06
"hmm","P1108_46_SV_T2",0,4.24933291459564e-06
"hmm","P1108_46_SV_T2",0,9.04617844843923e-06
"hmm","P1108_46_SV_T2",0,6.92162550415772e-06
"hmm","P1108_46_SV_T2",0,2.88975658112836e-06
"hmm","P1108_46_SV_T2",0,3.11534328059549e-06
"hmm","P1108_46_SV_T2",0,0.000539314878243403
"hmm","P1108_46_SV_T2",0,0.000199364551282642
"hmm","P1108_46_SV_T2",0,0.000686688079254993
"hmm","P1108_46_SV_T2",0,0.00051004780105057
"hmm","P1108_46_SV_T2",0,0.000363436143142207
"hmm","P1108_46_SV_T2",0,6.16543735254317e-05
"hmm","P1108_46_SV_T2",0,2.75697934064389e-05
"hmm","P1108_46_SV_T2",0,5.09492543274061e-06
"hmm","P1108_46_SV_T2",0,3.49320084797724e-06
"hmm","P1108_46_SV_T2",0,2.52031473594352e-06
"hmm","P1108_46_SV_T2",0,3.28261612446438e-06
